IDATprefix,Sample.ID
20191_02@0070297634,4432265393_R02C02
20191_03@0076243691,4432265489_R01C01
20191_01@0070297546,4432265164_R02C02
20192_02@0070297595,4256193451_R02C02
20192_03@0070297586,4256193483_R01C01
20192_01@0070297610,4256193451_R01C02
20193_02@0070297562,4256193483_R01C02
20193_03@0070297184,4256193483_R02C02
20193_01@0070297571,4256193483_R02C01
20195_02@0070297572,4256193871_R02C01
20195_03@0070297561,4256193871_R01C02
20195_01@0070297585,4256193871_R01C01
20196_02@0070297632,4256193809_R01C01
20196_03@0070297621,4256193809_R02C01
20196_01@0070297548,4256193871_R02C02
20197_02@0070297597,4256193809_R02C02
20197_03@0070297584,4256193478_R01C01
20197_01@0070297608,4256193809_R01C02
20198_02@0070297560,4256193478_R01C02
20198_03@0070297549,4256193478_R02C02
20198_01@0070297573,4256193478_R02C01
20199_02@0070297622,4256193452_R02C01
20199_03@0070297607,4256193452_R01C02
20199_01@0070297631,4256193452_R01C01
20200_02@0070297583,4256193515_R01C01
20200_03@0070297574,4256193515_R02C01
20200_01@0070297598,4256193452_R02C02
20201_02@0070297550,4256193515_R02C02
20201_03@0070297630,4256193457_R01C01
20201_01@0070297559,4256193515_R01C02
20202_02@0070297606,4256193457_R01C02
20202_03@0070297599,4256193457_R02C02
20202_01@0070297623,4256193457_R02C01
20203_02@0070297558,4256193575_R01C02
20203_03@0070297551,4256193575_R02C02
20203_01@0070297575,4256193575_R02C01
20204_02@0070297624,4256193456_R02C01
20204_03@0070297605,4256193456_R01C02
20204_01@0070297185,4256193456_R01C01
20205_02@0070297581,4256193492_R01C01
20205_03@0070297576,4256193492_R02C01
20205_01@0070297600,4256193456_R02C02
20206_02@0070297552,4256193492_R02C02
20206_03@0070297628,4256193724_R01C01
20206_01@0070297557,4256193492_R01C02
20207_02@0070297604,4256193724_R01C02
20207_03@0070297601,4256193724_R02C02
20207_01@0070297625,4256193724_R02C01
20208_02@0070297577,4256193458_R02C01
20208_03@0070297556,4256193458_R01C02
20208_01@0070297580,4256193458_R01C01
20210_02@0070297602,4256193453_R02C02
20210_03@0070297579,4256206089_R01C01
20210_01@0070297603,4256193453_R01C02
20211_02@0070297423,4263772887_R02C01
20211_03@0070297422,4263772887_R01C02
20211_01@0070297182,4263772887_R01C01
20212_02@0070297398,4263772217_R01C01
20212_03@0070297375,4494503050_R01C01
20212_01@0070297399,4263772887_R02C02
20214_02@0070297421,4494503050_R01C02
20214_03@0070297400,4267212535_R02C02
20214_01@0070297424,4494503050_R02C01
20217_02@0070297396,4494503050_R02C02
20217_03@0070297377,4267212328_R02C01
20217_01@0070297420,4267212825_R01C02
20219_02@0070297419,4263772766_R01C02
20219_03@0070297402,4494423048_R02C01
20219_01@0070297426,4285744864_R01C01
20220_02@0070297378,4494423048_R02C02
20220_03@0070297371,4506201112_R01C01
20220_01@0070297395,4494423048_R01C02
20222_02@0070297403,4263772298_R02C02
20222_03@0070297394,4263772888_R01C01
20222_01@0070297418,4263772298_R01C02
20225_02@0070297380,4285744864_R02C01
20225_03@0070297369,4285744864_R01C02
20225_01@0070297404,4494466079_R01C01
21001_02@0070297440,4432273706_R02C02
21001_03@0070297429,4432265258_R02C01
21001_01@0070297356,4329874189_R02C01
21002_02@0070297405,4267212158_R02C02
21002_03@0070297392,4267212326_R01C01
21002_01@0070297416,4267212158_R01C02
21003_02@0070297368,4267212326_R01C02
21003_03@0070297357,4267212326_R02C02
21003_01@0070297381,4267212326_R02C01
21004_02@0070297430,4267212202_R02C01
21004_03@0070297415,4267212202_R01C02
21004_01@0070297439,4267212202_R01C01
21005_02@0070297391,4263772608_R01C01
21005_03@0070297382,4263772608_R02C01
21005_01@0070297406,4267212202_R02C02
21006_02@0070297358,4329874189_R01C02
21006_03@0070297438,4329874189_R02C02
21006_01@0070297367,4432265273_R02C02
21007_02@0070297414,4263772692_R01C02
21007_03@0070297407,4263772692_R02C02
21007_01@0070297431,4263772692_R02C01
21008_02@0070297366,4263772652_R01C02
21008_03@0070297359,4263772652_R02C02
21008_01@0070297390,4263772652_R01C01
21011_02@0070297360,4263772552_R02C02
21011_03@0070294769,4263772405_R01C01
21011_01@0070297365,4263772552_R01C02
21012_02@0070297412,4263772405_R01C02
21012_03@0070297409,4263772405_R02C02
21012_01@0070297433,4263772405_R02C01
21013_02@0070297385,4432265413_R01C01
21013_03@0070297364,4432265252_R01C01
21013_01@0070297388,4306955449_R02C01
21014_02@0070297166,4432265127_R02C02
21014_03@0070297169,4494482016_R02C01
21014_01@0076243777,4432265561_R02C01
21015_02@0070297410,4263772403_R02C02
21015_03@0070297165,4263772733_R01C01
21015_01@0070297411,4263772403_R01C02
21016_02@0070295423,4506244026_R02C01
21016_03@0070296174,4506244026_R01C02
21016_01@0070295422,4506244026_R01C01
21017_02@0070296150,4432273612_R01C01
21017_03@0070296127,4432265035_R01C01
21017_01@0070296151,4329874507_R02C01
21018_02@0070295417,4494423033_R01C01
21018_03@0070295408,4494423033_R02C01
21018_01@0070296126,4506244026_R02C02
21019_02@0070296173,4494423033_R02C02
21019_03@0070296152,4494423034_R01C01
21019_01@0070296176,4494423033_R01C02
21020_02@0070296128,4494423034_R01C02
21020_03@0070296125,4494423034_R02C02
21020_01@0070296149,4494423034_R02C01
21021_02@0070296196,4494503047_R02C01
21021_03@0070296177,4494503047_R01C02
21021_01@0070296104,4494503047_R01C01
21022_02@0070296153,4506261003_R01C01
21022_03@0070296129,4506261003_R02C01
21022_01@0070296172,4494503047_R02C02
21023_02@0070295412,4506261003_R02C02
21023_03@0070296195,4494423043_R01C01
21023_01@0070296124,4506261003_R01C02
21024_02@0070296171,4494423043_R01C02
21024_03@0070296154,4494423043_R02C02
21024_01@0070296178,4494423043_R02C01
21025_02@0070296130,4494466103_R02C01
21025_03@0070296123,4494466103_R01C02
21025_01@0070296147,4494466103_R01C01
21026_02@0070296194,4256206080_R01C01
21026_03@0070296179,4256206080_R02C01
21026_01@0070296106,4494466103_R02C02
21027_02@0070296155,4256206080_R02C02
21027_03@0070296146,4256206052_R01C01
21027_01@0070296170,4256206080_R01C02
21028_02@0070296122,4256206052_R01C02
21028_03@0070296107,4256206052_R02C02
21028_01@0070296131,4256206052_R02C01
21029_02@0070296180,4256206082_R02C01
21029_03@0070296169,4256206082_R01C02
21029_01@0070296193,4256206082_R01C01
21030_02@0070296145,4256206425_R01C01
21030_03@0070296121,4256206425_R01C02
21030_01@0070296156,4256206082_R02C02
21031_02@0070296192,4256193124_R01C01
21031_03@0070296181,4256193124_R02C01
21031_01@0070295411,4256206425_R02C02
21032_02@0070296157,4256193124_R02C02
21032_03@0070296144,4256193574_R01C01
21032_01@0070296168,4256193124_R01C02
21033_02@0070296120,4256193574_R01C02
21033_03@0070295410,4256193574_R02C02
21033_01@0070296133,4256193574_R02C01
21034_02@0070296182,4256193304_R02C01
21034_03@0070296167,4256193304_R01C02
21034_01@0070296191,4256193304_R01C01
21035_02@0070296143,4256193750_R01C01
21035_03@0070296134,4256193750_R02C01
21035_01@0070296158,4256193304_R02C02
21036_02@0070296110,4256193750_R02C02
21036_03@0070296190,4256193306_R01C01
21036_01@0070296119,4256193750_R01C02
21037_02@0070296166,4256193306_R01C02
21037_03@0070296159,4256193306_R02C02
21037_01@0070296183,4256193306_R02C01
21038_02@0070296135,4256193694_R02C01
21038_03@0070295405,4256193694_R02C02
21038_01@0070296142,4256193694_R01C01
21039_02@0070296184,4256193715_R02C01
21039_03@0070296165,4256193715_R01C02
21039_01@0070296189,4256193715_R01C01
21040_02@0070296141,4256206421_R01C01
21040_03@0070296136,4256206421_R02C01
21040_01@0070296160,4256193715_R02C02
21041_02@0070296112,4256206421_R02C02
21041_03@0070295418,4256206171_R01C01
21041_01@0070296117,4256206421_R01C02
21042_02@0070296164,4256206171_R01C02
21042_03@0070296161,4256206171_R02C02
21042_01@0070296185,4256206171_R02C01
21044_02@0070295409,4256206146_R01C01
21044_03@0070296186,4256206146_R02C01
21044_01@0070296113,4256206050_R02C02
21045_02@0070296162,4432265035_R02C01
21045_03@0070296139,4432273612_R02C01
21045_01@0070296163,4329874507_R01C02
21048_02@0070297735,4267212001_R02C02
21048_03@0070297829,4267212309_R01C01
21048_01@0070297758,4285744142_R01C01
21050_02@0070297760,4267212297_R02C01
21050_03@0070297757,4267212297_R01C02
21050_01@0070297781,4267212297_R01C01
21051_02@0070297828,4267212065_R01C01
21051_03@0070297809,4267212065_R02C01
21051_01@0070297736,4267212297_R02C02
21052_02@0070297785,4267212065_R02C02
21052_03@0070297780,4267212020_R01C01
21052_01@0070297804,4267212065_R01C02
21053_02@0070297737,4267212020_R02C02
21053_03@0070297827,4267212078_R01C01
21053_01@0070297756,4267212020_R01C02
21054_02@0070297803,4267212078_R01C02
21054_03@0070297786,4267212078_R02C02
21054_01@0070297810,4267212078_R02C01
21055_02@0070297762,4267212286_R02C01
21055_03@0070297755,4267212286_R01C02
21055_01@0070297779,4267212286_R01C01
21056_02@0070297826,4267212772_R01C01
21056_03@0070297811,4267212772_R02C01
21056_01@0070297738,4267212286_R02C02
21057_02@0070297787,4267212772_R02C02
21057_03@0070297778,4267212308_R01C01
21057_01@0070297802,4267212772_R01C02
21060_02@0070297777,4267212247_R01C01
21060_03@0070297764,4267212247_R02C01
21060_01@0070297788,4267212110_R02C02
21064_02@0070297209,4267212703_R02C01
21064_03@0070297799,4267212703_R01C02
21064_01@0070297823,4267212703_R01C01
21065_02@0070297775,4267212824_R01C01
21065_03@0070297766,4267212824_R02C01
21065_01@0070297790,4267212703_R02C02
21066_02@0070297742,4267212824_R02C02
21066_03@0070297822,4267212702_R01C01
21066_01@0070297751,4267212824_R01C02
21068_02@0070297767,4267212770_R02C01
21068_03@0070297750,4267212770_R01C02
21068_01@0070297774,4267212770_R01C01
21069_02@0070297816,4267212701_R02C01
21069_03@0070297797,4267212701_R01C02
21069_01@0070297207,4267212701_R01C01
21071_02@0070297198,4267212769_R02C02
21071_03@0070297195,4267212237_R01C01
21071_01@0070297749,4267212769_R01C02
21073_02@0070297769,4267212246_R02C01
21073_03@0070297748,4267212246_R01C02
21073_01@0070297772,4267212246_R01C01
21074_02@0070297217,4267212216_R02C01
21074_03@0070297795,4267212216_R01C02
21074_01@0070297197,4267212246_R02C02
21075_02@0070297210,4267212039_R01C01
21075_03@0070297770,4267212039_R02C01
21075_01@0070297794,4267212216_R02C02
21076_02@0070297204,4286579305_R01C01
21076_03@0070297710,4506252006_R02C01
21076_01@0070297734,4285744864_R02C02
21077_02@0070297686,4256206187_R01C01
21077_03@0070297663,4286579305_R02C01
21077_01@0070297687,4506252006_R01C02
21078_02@0070297639,4286579305_R01C02
21078_03@0070297733,4256206053_R01C01
21078_01@0070297662,4256206187_R01C02
21079_02@0070297709,4256206053_R01C02
21079_01@0070297712,4256206053_R02C01
21079_03@0070297688,4256206053_R02C02
21080_02@0070297664,4256206009_R02C01
21080_03@0070297661,4256206009_R01C02
21080_01@0070297685,4256206009_R01C01
21081_02@0070297732,4286579305_R02C02
21081_03@0070297713,4285744560_R01C01
21081_01@0070297640,4256206009_R02C02
21082_02@0070297689,4285744560_R01C02
21082_03@0070297684,4256206097_R01C01
21082_01@0070297708,4285744560_R02C01
21083_02@0070297641,4256206097_R02C02
21083_03@0070297731,4263772644_R01C01
21083_01@0070297665,4256206097_R02C01
21084_02@0070297707,4263772644_R01C02
21084_03@0070297690,4263772644_R02C02
21084_01@0070297714,4263772644_R02C01
21085_02@0070297666,4270198237_R02C01
21085_03@0070297659,4270198237_R01C02
21085_01@0070297683,4270198237_R01C01
21086_02@0070297730,4256206130_R01C01
21086_03@0070297715,4256206130_R02C01
21086_01@0070297205,4270198237_R02C02
21087_02@0070297691,4506252006_R02C02
21087_03@0070297682,4256206093_R01C01
21087_01@0070297706,4256206130_R01C02
21088_02@0070297658,4256206093_R01C02
21088_03@0070297643,4256206093_R02C02
21088_01@0070297667,4256206093_R02C01
21089_02@0070297716,4506236156_R01C01
21089_03@0070297705,4256206014_R01C02
21089_01@0070297729,4256206014_R01C01
21090_02@0070297681,4256206319_R01C01
21090_03@0070297668,4256206319_R02C01
21090_01@0070297692,4256206014_R02C02
21091_02@0070297728,4256206157_R01C01
21091_03@0070297717,4256206157_R02C01
21091_01@0070297657,4256206319_R01C02
21092_02@0070297693,4506236156_R02C01
21092_03@0070297680,4263772654_R01C01
21092_01@0070297704,4256206157_R01C02
21093_02@0070297656,4263772654_R01C02
21093_03@0070297645,4263772654_R02C02
21093_01@0070297669,4263772654_R02C01
21094_02@0070297718,4256206429_R02C01
21094_03@0070297703,4506236156_R01C02
21094_01@0070297727,4256206429_R01C01
21095_02@0070297679,4256206312_R01C01
21095_03@0070297670,4256206312_R02C01
21095_01@0070297694,4256206429_R02C02
21096_02@0070297161,4432265046_R01C02
21096_03@0070297719,4432265872_R01C02
21096_01@0076243729,4432273627_R01C02
21097_02@0070297695,4256206296_R02C02
21097_03@0070297678,4256206051_R01C01
21097_01@0070297702,4256206296_R01C02
21098_02@0070297654,4256206051_R01C02
21098_03@0070297647,4506236156_R02C02
21098_01@0070297671,4256206051_R02C01
21100_02@0070297677,4256206516_R01C01
21100_03@0070297672,4256206516_R02C01
21100_01@0070297696,4263772597_R02C02
21101_02@0070297648,4256206516_R02C02
21101_03@0070297724,4263772400_R01C01
21101_01@0070297653,4256206516_R01C02
21102_02@0070297700,4263772400_R01C02
21102_03@0070297697,4263772400_R02C02
21102_01@0070297721,4263772400_R02C01
21103_02@0070297673,4263772569_R02C01
21103_03@0070297652,4263772569_R01C02
21103_01@0070297676,4263772569_R01C01
21104_02@0070297200,4263772691_R01C01
21104_03@0070297201,4263772691_R01C02
21104_01@0070297649,4263772569_R02C02
21105_02@0070297675,4263772688_R01C01
21105_03@0070297674,4263772688_R02C01
21105_01@0070297698,4263772691_R02C02
21106_02@1008425207,4256193599_R02C01
21106_03@1008425607,4256193599_R01C02
21106_01@1008425587,4256193599_R01C01
21107_02@1008425617,4256193598_R01C01
21107_03@1008425571,4256193598_R02C01
21107_01@1008425589,4256193599_R02C02
21108_02@1008425279,4256193598_R02C02
21108_03@1008425206,4286579293_R02C01
21108_01@1008425572,4256193598_R01C02
21110_02@1008425256,4256193607_R01C02
21110_03@1008425278,4256193607_R02C02
21110_01@1008425254,4256193607_R02C01
21114_02@1008425211,4256193681_R01C02
21114_03@1008425228,4256193681_R02C02
21114_01@1008425204,4256193681_R02C01
21115_02@1008425252,4256193333_R02C01
21115_03@1008425259,4256193333_R01C02
21115_01@1008425235,4256193333_R01C01
21117_02@1008425236,4256206416_R01C01
21117_03@1008425251,4256206416_R02C01
21117_01@1008425227,4256193539_R02C02
21118_02@1008425275,4256206416_R02C02
21118_03@1008425189,4256193356_R01C01
21118_01@1008425260,4256206416_R01C02
21119_02@1008425213,4286579293_R02C02
21119_03@1008425226,4286579327_R01C01
21119_01@1008425202,4256193356_R02C01
21120_02@1008425250,4256193617_R02C01
21120_03@1008425261,4506210108_R02C02
21120_01@1008425237,4256193617_R01C01
21121_02@1008425604,4256206250_R01C01
21121_03@1008425201,4256206250_R02C01
21121_01@1008425274,4256193617_R02C02
21122_02@1008425225,4256206250_R02C02
21122_03@1008425238,4256206219_R01C01
21122_01@1008425214,4256206250_R01C02
21124_02@1008425200,4286579327_R02C01
21124_03@1008425602,4256193499_R02C02
21124_01@1008425605,4256193499_R01C01
21125_02@1008425248,4256206454_R02C01
21125_03@1008425263,4506279040_R01C01
21125_01@1008425239,4286579327_R01C02
21126_02@1008425651,4286579327_R02C02
21126_03@1008425199,4285744611_R01C01
21126_01@1008425601,4506279040_R02C01
21127_02@1008425223,4285744611_R01C02
21127_03@1008425240,4285744611_R02C02
21127_01@1008425216,4285744611_R02C01
21128_02@1008425264,4285744602_R02C01
21128_03@1008425271,4285744602_R01C02
21128_01@1008425247,4285744602_R01C01
21129_02@1008425198,4285744773_R01C01
21129_03@1008425217,4285744773_R02C01
21129_01@1008425193,4285744602_R02C02
21130_02@1008425241,4285744773_R02C02
21130_03@1008425246,4285744212_R01C01
21130_01@1008425600,4285744773_R01C02
21131_02@1008425270,4285744212_R01C02
21131_03@1008425194,4256193501_R01C01
21131_01@1008425265,4285744212_R02C01
21132_02@1008425218,4256193501_R01C02
21132_03@1008425242,4256206337_R01C01
21132_01@1008425197,4256193501_R02C01
21133_02@1008425266,4256206337_R01C02
21133_03@1008425580,4256206337_R02C02
21133_01@1008425245,4256206337_R02C01
21134_02@1008425610,4256193600_R02C01
21134_03@1008425219,4256193600_R01C02
21134_01@1008425603,4256193600_R01C01
21135_02@1008425243,4256193357_R01C01
21135_03@1008425244,4256193357_R02C01
21135_01@1008425220,4256193600_R02C02
21136_02@1008425783,4256206047_R02C01
21136_03@1008425023,4256206047_R01C02
21136_01@1008425007,4256206047_R01C01
21137_02@1008425808,4256193227_R01C01
21137_03@1008425831,4256193227_R02C01
21137_01@1008425032,4256206047_R02C02
21138_02@1008425031,4256193227_R02C02
21138_03@1008424998,4256193577_R01C01
21138_01@1008425832,4256193227_R01C02
21139_02@1008425806,4432273725_R01C02
21139_03@1008425809,4432265273_R01C02
21139_01@0076243705,4432265364_R01C02
21140_02@1008425833,4256206096_R01C02
21140_03@1008425854,4256206096_R02C02
21140_01@1008425830,4256206096_R02C01
21141_02@1008425781,4256206159_R02C01
21141_03@1008425786,4256206159_R01C02
21141_01@1008425762,4256206159_R01C01
21142_02@1008425810,4256193091_R01C01
21142_03@1008425829,4256193091_R02C01
21142_01@1008425805,4256206159_R02C02
21143_02@1008425853,4256193091_R02C02
21143_03@1008425763,4256206374_R01C01
21143_01@1008425834,4256193091_R01C02
21144_02@1008425787,4256206374_R01C02
21144_03@1008425804,4256206374_R02C02
21144_01@1008425780,4256206374_R02C01
21145_02@1008425828,4286579301_R01C01
21145_03@1008425835,4256206303_R01C02
21145_01@1008424995,4285744560_R02C02
21146_02@1008424999,4256206201_R01C01
21146_03@1008425779,4256206201_R02C01
21146_01@1008425852,4256206303_R02C02
21147_02@1008425812,4256193732_R01C01
21147_03@1008424997,4256193732_R02C01
21147_01@1008425803,4256206201_R02C02
21148_02@1008425851,4256193732_R02C02
21148_03@1008425765,4286579301_R02C01
21148_01@1008425836,4256193732_R01C02
21149_02@1008425789,4286579301_R02C02
21149_03@1008425802,4285744872_R01C01
21149_01@1008425778,4286579301_R01C02
21151_02@1008425006,4256206161_R01C01
21151_03@1008425777,4256206161_R02C01
21151_01@1008425024,4256206520_R02C02
21152_02@1008425801,4256206161_R02C02
21152_03@1008425814,4256193486_R01C01
21152_01@1008425790,4256206161_R01C02
21153_02@1008425838,4256193486_R01C02
21153_03@1008425849,4494491053_R02C02
21153_01@1008425825,4256193486_R02C01
21154_02@1008425776,4263772605_R02C01
21154_03@1008425791,4263772605_R01C02
21154_01@1008425767,4263772605_R01C01
21155_02@1008425824,4263772604_R02C01
21155_03@1008425839,4263772604_R01C02
21155_01@1008425815,4263772604_R01C01
21156_02@1008425005,4432265133_R02C02
21156_03@1008425775,4432265210_R02C02
21156_01@1008425030,4329874507_R02C02
21157_02@1008425799,4263772593_R02C02
21157_03@1008425816,4263772464_R01C01
21157_01@1008425792,4263772593_R01C02
21159_02@1008425774,4263772592_R02C01
21159_03@1008425793,4263772592_R01C02
21159_01@1008425026,4263772592_R01C01
21160_02@1008425817,4263772513_R01C01
21160_03@1008425822,4263772513_R02C01
21160_01@1008425798,4263772592_R02C02
21161_02@1008425846,4263772513_R02C02
21161_03@1008425770,4263772606_R01C01
21161_01@1008425841,4263772513_R01C02
21162_02@1008425794,4263772606_R01C02
21162_03@1008425797,4263772606_R02C02
21162_01@1008425773,4263772606_R02C01
21163_02@1008425842,4263772510_R01C02
21163_03@1008425845,4263772510_R02C02
21163_01@1008425821,4263772510_R02C01
21164_02@1008425772,4432265258_R01C01
21164_03@1008425795,4432265071_R01C01
21164_01@1008425004,4329874087_R01C01
21165_02@1008425819,4256206537_R01C01
21165_03@1008425820,4256206537_R02C01
21165_01@1008425796,4256193516_R02C02
21166_02@1008425687,4267212110_R02C01
21166_03@1008425689,4267212110_R01C02
21166_01@1008425013,4267212110_R01C01
21167_02@1008425713,4267212776_R02C01
21167_03@1008425735,4267212776_R01C02
21167_01@1008425711,4267212776_R01C01
21168_02@1008425016,4267212238_R01C01
21168_03@1008425664,4267212238_R02C01
21168_01@1008425737,4267212776_R02C02
21169_02@1008425688,4331122709_R02C01
21169_03@1008425710,4331122709_R01C02
21169_01@1008425686,4331122709_R01C01
21170_02@1008425734,4331122294_R01C01
21170_03@1008425736,4331122294_R02C01
21170_01@1008425712,4331122709_R02C02
21171_02@1008425666,4331122294_R02C02
21171_03@1008425685,4331122716_R01C01
21171_01@1008425758,4331122294_R01C02
21172_02@1008425714,4331122716_R01C02
21172_03@1008425733,4331122716_R02C02
21172_01@1008425709,4331122716_R02C01
21173_02@1008425018,4432273074_R02C02
21173_03@1008425667,4432265727_R02C02
21173_01@1008425738,4285744855_R01C02
21174_02@1008425691,4331122050_R02C01
21174_03@1008425708,4331122050_R01C02
21174_01@1008425684,4331122050_R01C01
21176_02@1008425668,4331122579_R01C01
21176_03@1008425683,4331122579_R02C01
21176_01@1008425011,4331122050_R02C02
21177_02@1008425707,4432273074_R01C02
21177_03@1008425716,4432265727_R01C02
21177_01@1008425692,4306955478_R02C01
21178_02@1008425740,4331122579_R02C02
21178_03@1008425755,4331122723_R01C01
21178_01@1008425731,4331122579_R01C02
21179_02@1008425682,4331122723_R01C02
21179_03@1008425693,4331122723_R02C02
21179_01@1008425669,4331122723_R02C01
21180_02@1008425730,4331122715_R02C01
21180_03@1008425741,4331122715_R01C02
21180_01@1008425717,4331122715_R01C01
21181_02@1008425020,4331122834_R01C01
21181_03@1008425681,4331122834_R02C01
21181_01@1008425754,4331122715_R02C02
21182_02@1008425705,4331122834_R02C02
21182_03@1008425718,4331122666_R01C01
21182_01@1008425694,4331122834_R01C02
21183_02@1008425742,4331122666_R01C02
21183_03@1008425753,4331122666_R02C02
21183_01@1008425729,4331122666_R02C01
21184_02@1008425680,4329874450_R02C01
21184_03@1008425695,4329874450_R01C02
21184_01@1008424996,4329874450_R01C01
21185_02@1008425719,4432273706_R02C01
21185_03@1008425728,4432273706_R01C02
21185_01@1008425704,4306955449_R01C01
21186_02@1008425752,4329874461_R01C01
21186_03@1008425022,4329874461_R02C01
21186_01@1008425743,4494466134_R01C01
21187_02@1008425696,4329874461_R02C02
21187_03@1008425703,4329874483_R01C01
21187_01@1008425679,4329874461_R01C02
21188_02@1008425744,4329874483_R01C02
21188_03@1008425751,4329874483_R02C02
21188_01@1008425727,4329874483_R02C01
21189_02@1008425678,4329874460_R02C01
21189_03@1008425697,4329874460_R01C02
21189_01@1008425021,4329874460_R01C01
21190_02@1008425721,4329874505_R01C01
21190_03@1008425726,4329874505_R02C01
21190_01@1008425702,4329874460_R02C02
21192_02@1008425698,4306955478_R01C02
21192_03@1008425701,4306955478_R02C02
21192_01@1008425677,4432265496_R01C02
21193_02@1008425725,4329874505_R02C02
21193_03@1008425746,4329874478_R01C01
21193_01@1008425722,4329874505_R01C02
21195_02@1008425700,4329874462_R02C01
21195_03@1008425723,4329874462_R01C02
21195_01@1008425699,4329874462_R01C01
21196_02@1008424453,4494466079_R01C02
21196_03@1008424452,4256193811_R02C01
21196_01@1008424450,4256193811_R01C01
21197_02@1008424441,4256193855_R01C02
21197_03@1008424459,4256193855_R02C02
21197_01@1008424440,4494466079_R02C02
21198_02@1008424454,4285744097_R02C01
21198_03@1008424451,4256193900_R01C01
21198_01@1008424455,4256206553_R01C01
21199_02@1008423966,4506236103_R02C01
21199_03@1008423988,4506236103_R01C02
21199_01@1008423964,4506236103_R01C01
21200_02@1008424012,4256206050_R01C01
21200_03@1008424015,4256206050_R01C02
21200_01@1008423991,4256206050_R02C01
21201_02@1008423944,4256206118_R01C01
21201_03@1008423963,4256206146_R02C02
21201_01@1008424458,4256206146_R01C02
21203_02@1008424035,4256193577_R02C02
21203_03@1008424463,4256206096_R01C01
21203_01@1008424016,4256193577_R01C02
21204_02@1008423969,4285744872_R02C01
21204_03@1008423986,4263772593_R02C01
21204_01@1008423962,4263772604_R02C02
21205_02@1008424010,4432265036_R02C02
21205_03@1008424017,4329874087_R02C02
21205_01@1008423993,4329874087_R01C02
21206_02@1008423946,4256193516_R02C01
21206_03@1008423961,4256193516_R01C02
21206_01@1008424034,4285744872_R01C02
21207_02@1008423985,4506244141_R01C02
21207_03@1008423994,4267212136_R01C01
21207_01@1008423970,4285744637_R02C01
21208_02@1008424018,4267212122_R02C01
21208_03@1008424033,4285744325_R01C01
21208_01@1008424009,4285744073_R02C02
21209_02@1008423960,4285744325_R02C01
21209_03@1008423971,4267212533_R01C01
21209_01@1008423947,4285744236_R01C02
21210_02@1008424008,4267212136_R01C02
21210_03@1008424019,4285744496_R01C01
21210_01@1008423984,4506244141_R02C02
21212_02@1008423983,4285744496_R01C02
21212_03@1008423996,4267212238_R02C02
21212_01@1008423972,4285744496_R02C01
21213_02@1008424020,4263772362_R02C02
21213_03@1008424031,4267212007_R02C01
21213_01@1008424007,4263772362_R01C02
21214_02@1008423958,4263772773_R01C01
21214_03@1008423973,4263772773_R02C01
21214_01@1008423949,4263772535_R02C02
21215_02@1008423997,4432265133_R01C02
21215_03@1008424006,4432265210_R01C02
21215_01@1008423982,4329874449_R01C01
21216_02@1008424030,4263772772_R01C02
21216_03@1008423950,4263772772_R02C02
21216_01@1008424021,4263772772_R02C01
21217_02@1008423974,4263772308_R02C02
21217_03@1008423981,4267212028_R01C01
21217_01@1008423957,4263772308_R01C02
21218_02@1008424022,4267212008_R02C01
21218_03@1008424029,4267212008_R01C02
21218_01@1008423998,4267212008_R01C01
21219_02@1008423956,4267212158_R01C01
21219_03@1008423975,4267212158_R02C01
21219_01@1008423951,4267212159_R02C02
21220_02@1008423999,4263772608_R02C02
21220_03@1008424004,4263772692_R01C01
21220_01@1008423980,4263772608_R01C02
21221_02@1008424028,4263772552_R01C01
21221_03@1008423952,4263772552_R02C01
21221_01@1008424023,4263772645_R02C02
21222_02@1008423976,4263772690_R02C01
21222_03@1008423979,4263772690_R01C02
21222_01@1008423955,4263772690_R01C01
21223_02@1008424003,4263772403_R01C01
21223_03@1008424024,4263772403_R02C01
21223_01@1008424000,4263772690_R02C02
21224_02@1008423953,4267212309_R02C01
21224_03@1008423954,4267212309_R01C02
21224_01@1008424027,4267212308_R02C01
21225_02@1008423978,4267212308_R01C02
21225_03@1008424001,4267212247_R02C02
21225_01@1008423977,4267212309_R02C02
21226_02@1008423869,4306955211_R02C01
21226_03@1008423871,4306955211_R01C02
21226_01@1008421822,4306955211_R01C01
21228_02@1008421799,4306955470_R02C02
21228_03@1008421813,4306955147_R01C01
21228_01@1008423918,4285744142_R01C02
21229_02@1008423870,4306955147_R01C02
21229_03@1008423892,4306955147_R02C02
21229_01@1008423868,4306955147_R02C01
21230_02@1008423916,4306955284_R02C01
21230_03@1008423919,4306955284_R01C02
21230_01@1008423894,4306955284_R01C01
21231_02@1008423867,4285744142_R02C02
21231_03@1008423872,4285744035_R01C01
21231_01@1008423940,4306955284_R02C02
22001_02@1008423896,4285744035_R01C02
22001_03@1008423915,4285744035_R02C02
22001_01@1008423891,4285744035_R02C01
22002_02@1008423939,4285744558_R02C01
22002_03@1008423849,4306955125_R01C01
22002_01@1008423920,4285744558_R01C01
22003_02@1008423873,4306955125_R01C02
22003_03@1008423890,4306955125_R02C02
22003_01@1008423866,4306955125_R02C01
22004_02@1008423914,4285744558_R01C02
22004_03@1008423921,4306955247_R01C02
22004_01@1008423897,4306955247_R01C01
22005_02@1008423850,4306955163_R01C01
22005_03@1008423865,4285744558_R02C02
22005_01@1008423938,4306955247_R02C02
