IDATprefix,Sample.ID
13098_03@1008469160,4432265279_R02C01
13098_01@1008469161,4432265465_R02C01
13099_02@1008472580,4270198204_R01C02
13099_03@1008472579,4267212072_R01C02
13099_01@1008472571,4270198204_R02C01
13106_02@1008471922,4432265664_R02C02
13106_03@1008471923,4432265537_R02C02
13106_01@1008471924,4432273891_R02C02
13109_02@1008471868,4432265847_R02C02
13109_03@1008471869,4432273593_R02C02
13109_01@1008471870,4432273457_R02C02
13110_02@1008471867,4432265847_R01C02
13110_03@1008471866,4432273593_R01C02
13110_01@1008471865,4432273457_R01C02
13111_02@1008469203,4432265245_R01C01
13111_03@1008469202,4432265491_R01C01
13111_01@1008469201,4432273592_R01C01
13114_02@1008471916,4432265558_R02C02
13114_03@1008471917,4432265334_R02C02
13114_01@1008471918,4432273591_R02C02
13115_02@1008471844,4432265847_R02C01
13115_03@1008471845,4432273593_R02C01
13115_01@1008471846,4432273457_R02C01
13116_02@1008469228,4432265245_R02C02
13116_03@1008469229,4432265491_R02C02
13116_01@1008469230,4432273592_R02C02
13117_02@1008469207,4432273700_R02C01
13117_03@1008469208,4432265852_R02C01
13117_01@1008469209,4432273478_R02C01
13118_02@1008469200,4432273700_R01C01
13118_03@1008469199,4432265852_R01C01
13118_01@1008469198,4432273478_R01C01
13119_02@1008469156,4432273261_R02C01
13119_03@1008469157,4432273428_R02C01
13119_01@1008469158,4432273703_R02C01
13120_02@1008468901,4494482043_R01C01
13120_03@1008468902,4432265364_R02C02
13120_01@1008471198,4506252076_R02C02
13121_02@1008469179,4432273261_R01C02
13121_03@1008469178,4432273428_R01C02
13121_01@1008469177,4432273703_R01C02
13124_02@1008469231,4432273700_R02C02
13124_03@1008469232,4432265852_R02C02
13124_01@1008469233,4432273478_R02C02
13125_02@1008469155,4432273261_R01C01
13125_03@1008471943,4432273428_R01C01
13125_01@1008469153,4432273703_R01C01
13144_02@1008469183,4432273036_R02C02
13144_03@1008469184,4432265279_R02C02
13144_01@1008469185,4432265465_R02C02
14008_02@1008492545,4286579263_R01C02
14008_03@1008492564,4286579263_R02C02
14008_01@1008492540,4286579263_R02C01
14015_02@1008491498,4286579024_R02C02
14015_03@1008491423,4286579264_R01C01
14015_01@1008492547,4286579024_R01C02
14020_02@1008492536,4285744462_R02C01
14020_03@1008492549,4285744462_R01C02
14020_01@1008492525,4285744462_R01C01
14023_02@1008492535,4285744590_R02C01
14023_03@1008492559,4285744590_R02C02
14023_01@1008492526,4285744590_R01C01
14024_02@1008491474,4285744672_R02C01
14024_03@1008492503,4285744672_R01C02
14024_01@1008492479,4285744672_R01C01
14030_02@1008492557,4285744141_R02C02
14030_03@1008492481,4285744209_R01C01
14030_01@1008492552,4285744141_R01C02
14035_02@1008490862,4439521282_R02C01
14035_03@1008490864,4439521282_R01C02
14035_01@1008490840,4439521282_R01C01
14037_02@1008490934,4439521397_R02C02
14037_03@1008490839,4439521321_R01C01
14037_01@1008490912,4439521397_R01C02
14038_02@1008490863,4439521321_R01C02
14038_03@1008490885,4439521321_R02C02
14038_01@1008490861,4439521321_R02C01
14039_02@1008490911,4439521115_R01C02
14039_03@1008490933,4439521115_R02C02
14039_01@1008490887,4439521115_R01C01
14043_02@1008490842,4433751341_R01C01
14043_03@1008490859,4433751341_R02C01
14043_01@1008490932,4433751324_R02C02
14044_02@1008490883,4433751341_R02C02
14044_03@1008490890,4439521002_R01C01
14044_01@1008490866,4433751341_R01C02
14045_02@1008490914,4439521002_R01C02
14045_03@1008490931,4439521002_R02C02
14045_01@1008490907,4439521002_R02C01
14053_02@1008490880,4439521112_R02C02
14053_03@1008490893,4432265313_R01C01
14053_01@1008490869,4439521112_R01C02
14055_02@1008490855,4432273808_R02C01
14055_03@1008490870,4432273808_R01C02
14055_01@1008490846,4432273808_R01C01
14057_02@1008490918,4432265680_R01C02
14057_03@1008490847,4432265602_R01C01
14057_01@1008490903,4432265680_R02C01
14059_02@1008490895,4439521263_R01C01
14059_03@1008490902,4439521263_R02C01
14059_01@1008490878,4432265602_R02C02
14065_02@1008490921,4432273497_R01C02
14065_03@1008490924,4432273497_R02C02
14065_01@1008490900,4432273497_R02C01
14069_02@1008489566,4306955213_R02C01
14069_03@1008489567,4306955213_R01C02
14069_01@1008489544,4306955213_R01C01
14080_02@1008489499,4306955152_R01C01
14080_03@1008489514,4306955152_R02C01
14080_01@1008489587,4306955317_R02C02
14081_02@1008489538,4306955152_R02C02
14081_03@1008489547,4306955030_R01C01
14081_01@1008489523,4306955152_R01C02
14082_02@1008489571,4306955030_R01C02
14082_03@1008489586,4306955030_R02C02
14082_01@1008489562,4306955030_R02C01
14084_02@1008489548,4306955415_R01C01
14084_03@1008489561,4306955415_R02C01
14084_01@1008489537,4306955413_R02C02
14088_02@1008489502,4306955346_R01C01
14088_03@1008489511,4306955346_R02C01
14088_01@1008489584,4306955075_R02C02
14089_02@1008489535,4306955346_R02C02
14089_03@1008489550,4306955214_R01C01
14089_01@1008489526,4306955346_R01C02
14092_02@1008489551,4306955298_R01C01
14092_03@1008489558,4306955298_R02C01
14092_01@1008489534,4306955077_R02C02
14094_02@1008489509,4306955160_R02C01
14094_03@1008489528,4306955160_R01C02
14094_01@1008489504,4285744684_R02C01
14096_02@1008489505,4306955139_R01C01
14096_03@1008489508,4306955139_R02C01
14096_01@1008489581,4306955412_R02C02
14101_02@1008491171,4306955352_R02C01
14101_03@1008491149,4306955352_R01C02
14101_01@1008491032,4306955352_R01C01
14103_02@1008491126,4306955239_R02C02
14103_03@1008491174,4306955124_R01C01
14103_01@1008491104,4306955239_R01C02
14105_02@1008491125,4306955315_R02C02
14105_03@1008491176,4306955442_R01C01
14105_01@1008491103,4306955315_R01C02
14110_02@1008491106,4285744742_R01C02
14110_03@1008491123,4306955337_R02C02
14110_01@1008491099,4306955337_R02C01
14113_02@1008491107,4306955027_R01C02
14113_03@1008491122,4306955027_R02C02
14113_01@1008491098,4306955027_R02C01
14122_02@1008491119,4306955433_R02C02
14122_03@1008491039,4306955053_R01C01
14122_01@1008491110,4306955433_R01C02
14124_02@1008491087,4506252063_R01C01
14124_03@1020495008,4494474098_R01C01
14124_01@1020495096,4494474133_R02C02
14129_02@1008491044,4306955391_R02C01
14129_03@1008491065,4306955391_R01C02
14129_01@1008491212,4306955391_R01C01
14138_02@1008491581,4281452373_R02C01
14138_03@1008491583,4281452373_R01C01
14138_01@1008491559,4281452373_R01C02
14140_01@1008491537,4306955420_R01C02
14140_02@1008491556,4306955420_R02C01
14140_03@1008491561,4306955420_R01C01
14142_02@1008491514,4306955217_R01C01
14142_03@1008491531,4306955217_R02C01
14142_01@1008491604,4306955141_R01C02
14143_02@1008491562,4281452542_R02C01
14143_03@1008491579,4281452542_R01C01
14143_01@1008491538,4281452542_R01C02
14148_02@1008491529,4285744622_R01C02
14148_03@1008491540,4285744622_R02C02
14148_01@1008491516,4285744622_R02C01
14149_02@1008491564,4286579428_R01C02
14149_03@1008491577,4286579428_R02C01
14149_01@1008491553,4286579428_R02C02
14152_02@1008491576,4306955265_R02C01
14152_03@1008491589,4306955265_R01C01
14152_01@1008491552,4306955265_R01C02
14153_02@1008491518,4286579043_R02C01
14153_03@1008491527,4286579043_R01C02
14153_01@1008491600,4285744793_R02C02
14154_02@1008491551,4285744793_R02C01
14154_03@1008491566,4285744793_R01C02
14154_01@1008491542,4494474147_R01C02
14155_02@1008491590,4286579264_R02C02
14155_03@1008491599,4285744822_R01C01
14155_01@1008491575,4286579264_R01C02
14159_02@1008491520,4285744728_R01C02
14159_03@1008491525,4286579264_R02C01
14159_01@1008491598,4285744728_R02C01
14164_02@1008491593,4306955139_R01C02
14164_03@1008491596,4306955139_R02C02
14164_01@1008491572,4285744742_R02C01
14165_02@1008491523,4306955215_R02C02
14165_03@1008491546,4306955055_R01C01
14165_01@1008491522,4306955155_R01C01
14166_02@1008491570,4494482044_R01C02
14166_03@1008491571,4494482044_R02C02
14166_01@1020495032,4494474098_R02C01
14174_02@1008491652,4281840029_R02C01
14174_03@1008491657,4281840034_R02C01
14174_01@1008491633,4281840029_R01C02
14175_02@1020495080,4494351133_R02C01
14175_03@1008491700,4494491066_R01C01
14175_01@1020495071,4494351133_R01C01
14182_02@1008491636,4281452299_R01C01
14182_03@1008491649,4281452299_R02C01
14182_01@1008491625,4281452300_R02C02
14184_02@1008491197,4281452081_R01C02
14184_03@1008491624,4281452081_R02C02
14184_01@1008491697,4281452081_R02C01
14185_02@1008491648,4281452082_R02C02
14185_03@1008491661,4281452806_R01C01
14185_01@1008491637,4281452082_R01C02
14189_02@1008491671,4281452422_R02C02
14189_03@1008491686,4281452422_R02C01
14189_01@1008491662,4281452422_R01C02
14191_02@1008491639,4281452255_R01C01
14191_03@1008491646,4281452099_R02C02
14191_01@1008491622,4281452255_R02C01
14195_02@1008491664,4281840037_R01C02
14195_03@1008491669,4281840007_R01C01
14195_01@1008491645,4281840037_R02C02
14196_02@1008491190,4281452892_R02C02
14196_03@1008491620,4281452893_R01C01
14196_01@1008491693,4281452893_R02C01
14197_02@1008491644,4286579384_R02C01
14197_03@1008491665,4281452748_R02C02
14197_01@1008491641,4281452492_R02C02
15001_02@1008472010,4267212895_R01C01
15001_03@1008475238,4285744023_R01C01
15001_01@1008471212,4267212895_R01C02
15003_02@1008475215,4263772511_R01C02
15003_03@1008475213,4285744023_R01C02
15003_01@1008475191,4285744023_R02C01
15004_02@1008475261,4263772551_R02C01
15004_03@1008475239,4263772551_R01C01
15004_01@1008475237,4263772511_R02C02
15005_02@1008475193,4263772722_R01C01
15005_03@1008472012,4285744023_R02C02
15005_01@1008475264,4263772551_R01C02
15007_02@1008475265,4267212377_R01C02
15007_03@1008475260,4267212377_R02C01
15007_01@1008475241,4267212377_R01C01
15008_02@1008475211,4263772355_R02C01
15008_03@1008475194,4263772355_R01C01
15008_01@1008475284,4267212377_R02C02
15009_02@1008475259,4267212306_R02C01
15009_03@1008475242,4267212306_R01C01
15009_01@1008475235,4263772355_R02C02
15010_02@1008475266,4267212306_R01C02
15010_03@1008475195,4263772477_R01C01
15010_01@1008475283,4285744485_R01C01
15011_02@1008475234,4263772477_R02C02
15011_03@1008475219,4263772477_R01C02
15011_01@1008475210,4263772477_R02C01
15012_02@1008475267,4267212305_R01C02
15012_03@1008475258,4506252091_R01C01
15012_01@1008475243,4267212305_R01C01
15013_02@1008475220,4285744485_R01C02
15013_03@1008475209,4267212090_R02C01
15013_01@1008475196,4506252091_R02C01
15014_02@1008475257,4285744568_R01C01
15014_03@1008475244,4267212209_R01C01
15014_01@1008475233,4285744485_R02C02
15017_02@1008475280,4267212055_R02C02
15017_03@1008475269,4267212055_R01C02
15017_01@1008475256,4267212055_R02C01
15018_02@1008475222,4263772476_R01C02
15018_03@1008475207,4263772476_R02C01
15018_01@1008475198,4263772476_R01C01
15020_02@1008475199,4267212226_R01C01
15020_03@1008475279,4263772800_R02C02
15020_01@1008475270,4263772800_R01C02
15023_02@1008475224,4267212736_R01C02
15023_03@1008475200,4267212736_R01C01
15023_01@1008475205,4267212736_R02C01
15029_02@1008475250,4267212636_R01C01
15029_03@1008475227,4267212210_R02C02
15029_01@1008475226,4267212210_R01C02
15032_02@0067899102,4267212676_R01C02
15032_03@0067899103,4267212676_R02C01
15032_01@0067899126,4267212676_R01C01
15034_02@0067899125,4506244018_R02C02
15034_03@0067899128,4267212317_R02C02
15034_01@0067899149,4267212317_R01C02
15038_02@0067899081,4267212562_R02C02
15038_03@0067899100,4267212562_R01C02
15038_01@0067899105,4267212562_R02C01
15039_02@0067899130,4267212685_R02C02
15039_03@0067899154,4267212685_R02C01
15039_01@0067899171,4267212685_R01C01
15040_02@0067899099,4267212623_R01C02
15040_03@0067899106,4267212623_R02C01
15040_01@0067899123,4267212623_R01C01
15041_02@0067899155,4267212470_R02C01
15041_03@0067899170,4267212470_R01C01
15041_01@0067899082,4267212623_R02C02
15042_02@0067899122,4267212391_R01C01
15042_03@0067899131,4267212470_R02C02
15042_01@0067899146,4267212470_R01C02
15044_02@0067899145,4267212456_R01C02
15044_03@0067899156,4285744437_R02C01
15044_01@0067899169,4267212456_R01C01
15046_02@0067899168,4267212521_R01C01
15046_03@0067899084,4267212410_R02C02
15046_01@0067899097,4267212410_R01C02
15050_02@0067899119,4267212428_R01C01
15050_03@0067899134,4267212672_R02C02
15050_01@0067899143,4267212672_R01C02
15051_02@0067899159,4267212624_R02C01
15051_03@0067899166,4267212624_R01C01
15051_01@0067899086,4267212428_R02C02
15052_02@0067899118,4267212674_R01C01
15052_03@0067899135,4267212624_R02C02
15052_01@0067899142,4267212624_R01C02
15053_02@0067899094,4267212674_R01C02
15053_03@0067899111,4267212674_R02C01
15053_01@0067899087,4267212674_R02C02
15055_02@0067899093,4267212096_R01C02
15055_03@0067899112,4267212096_R02C01
15055_01@0067899136,4267212084_R02C02
15056_02@0067899161,4267212116_R02C01
15056_03@0067899164,4267212116_R01C01
15056_01@0067899088,4267212096_R02C02
15058_02@0067899089,4494423163_R02C01
15058_03@0067899092,4267212082_R01C02
15058_01@0067899113,4267212082_R02C01
15061_02@0067899090,4267212427_R02C02
15061_03@0067899091,4267212427_R01C02
15061_01@0067899114,4267212427_R02C01
15066_02@0070312808,4270198408_R02C02
15066_03@0070312829,4270198408_R01C02
15066_01@0070312832,4270198408_R02C01
15068_02@0070312852,4270198436_R01C01
15068_03@0070316522,4270198311_R02C02
15068_01@0070312876,4270198311_R01C02
15070_02@0070312851,4270198399_R01C01
15070_03@0070312875,4270198437_R01C02
15070_01@0070312882,4270198437_R02C01
15071_02@0070312810,4285744079_R02C02
15071_03@0070312827,4270198399_R01C02
15071_01@0070312834,4285744079_R01C02
15075_02@0070312836,4506244004_R02C01
15075_03@0070312849,4267212401_R01C01
15075_01@0070312860,4286579011_R01C02
15079_02@0070312886,4267212034_R02C01
15079_03@0070312895,4267212034_R01C01
15079_01@0070312813,4267212307_R02C02
15080_02@0070312847,4267212407_R01C01
15080_03@0070312862,4267212034_R02C02
15080_01@0070312871,4267212034_R01C02
15081_02@0070312814,4267212407_R02C02
15081_03@0070312823,4267212407_R01C02
15081_01@0070312838,4267212407_R02C01
15082_02@0070312870,4267212364_R01C02
15082_03@0070312887,4267212364_R02C01
15082_01@0070312894,4267212364_R01C01
15084_02@0070312893,4267212074_R01C01
15084_03@0070312815,4267212258_R02C02
15084_01@0070312822,4267212258_R01C02
15086_02@0070312889,4270198435_R02C01
15086_03@0070316497,4270198435_R01C01
15086_01@0070312816,4267212363_R02C02
15087_02@0070312844,4267212041_R01C01
15087_03@0070312865,4270198435_R02C02
15087_01@0070312868,4270198435_R01C02
15089_02@0070312890,4286579303_R02C01
15089_03@0070316510,4267212215_R01C01
15089_01@0070312817,4267212041_R02C02
15091_02@0070312818,4267212088_R02C02
15091_03@0070316499,4267212088_R01C02
15091_01@0070316501,4286579303_R01C02
15093_02@1008474941,4256193822_R02C02
15093_03@1008474960,4256193796_R01C01
15093_01@1008474942,4256193822_R01C02
15098_02@1008475529,4256193565_R01C01
15098_03@1008475524,4256193565_R02C01
15098_01@1008475505,4256206196_R02C02
15099_02@1008475572,4256193565_R02C02
15099_03@1008475553,4256206336_R01C01
15099_01@1008475548,4256193565_R01C02
15101_02@1008475547,4256206324_R01C01
15101_03@1008475530,4256206324_R02C01
15101_01@1008475523,4256206336_R02C02
15102_02@1008475483,4256206324_R02C02
15102_03@1008475571,4256206325_R01C01
15102_01@1008475554,4256206324_R01C02
15103_02@1008475531,4256206325_R02C02
15103_03@1008475522,4256206326_R01C01
15103_01@1008475507,4256206325_R01C02
15104_02@1008475570,4256206326_R01C02
15104_03@1008471251,4256206326_R02C02
15104_01@1008475546,4256206326_R02C01
15105_02@1008475508,4256206290_R01C01
15105_03@1008471236,4256206290_R02C01
15105_01@1008475484,4439521418_R02C01
15106_02@1008475545,4256206290_R02C02
15106_03@1008475532,4256206231_R01C01
15106_01@1008475521,4256206290_R01C02
15107_02@1008475496,4256206231_R02C02
15107_03@1008475485,4256206527_R01C01
15107_01@1008475569,4256206231_R01C02
15108_02@1008475544,4256206527_R01C02
15108_03@1008475533,4256206527_R02C02
15108_01@1008475506,4256206527_R02C01
15109_02@1018289559,4432265252_R02C01
15109_03@1018289535,4432265258_R01C02
15109_01@1018289558,4432265071_R02C01
15110_02@1008475534,4256206433_R01C01
15110_03@1008475519,4256206433_R02C01
15110_01@1008475510,4439521418_R01C02
15113_02@1008475518,4256206501_R01C02
15113_03@1008475511,4256206501_R02C02
15113_01@1008475494,4439521418_R02C02
15115_02@1008475488,4256193833_R02C02
15115_03@1008475566,4256206466_R01C01
15115_01@1008475559,4256193833_R01C02
15116_02@1008475502,4256206466_R01C02
15116_03@1008475512,4256206466_R02C02
15116_01@1008475493,4256206466_R02C01
15117_02@1008475565,4256193509_R02C01
15117_03@1008475560,4256193509_R01C02
15117_01@1008475541,4256193509_R01C01
15118_02@1008475513,4256193824_R01C01
15118_03@1008475492,4256193824_R02C01
15118_01@1008474905,4256193509_R02C02
15119_02@1008475540,4256193824_R02C02
15119_03@1008475537,4256206094_R01C01
15119_01@1008475516,4256193824_R01C02
15120_02@1008474922,4256206094_R01C02
15120_03@1008475564,4256206094_R02C02
15120_01@1008475561,4256206094_R02C01
15122_02@1008475539,4256193743_R01C02
15122_03@1008475538,4256193743_R02C02
15122_01@1008475515,4256193743_R02C01
15123_02@0067899630,4433751178_R02C01
15123_03@0067899631,4433751178_R01C02
15123_01@0067899654,4433751178_R01C01
15124_02@0067899583,4434578818_R01C01
15124_03@0067899606,4434578818_R02C01
15124_01@0067899607,4433751178_R02C02
15125_02@0067899653,4434578818_R02C02
15125_03@0067899559,4433751413_R01C01
15125_01@0067899582,4434578818_R01C02
15126_02@0067899608,4433751413_R01C02
15126_03@0067899629,4433751413_R02C02
15126_01@0067899632,4433751413_R02C01
15127_02@0067899581,4439521231_R02C01
15127_03@0067899584,4439521231_R01C02
15127_01@0067899605,4439521231_R01C01
15134_02@0067899635,4433751135_R01C01
15134_03@0067899650,4433751135_R02C01
15134_01@0067899562,4439521230_R02C02
15137_02@0067899649,4439521254_R02C01
15137_03@0067899563,4439521254_R01C02
15137_01@0067899578,4439521254_R01C01
15138_02@0067899612,4409946800_R02C02
15138_03@0067899625,4409946086_R01C01
15138_01@0067899636,4409946800_R01C02
15144_02@0067899638,4409946678_R01C01
15144_03@0067899647,4409946678_R02C01
15144_01@0067899565,4419829119_R02C02
15145_02@0067899599,4409946678_R02C02
15145_03@0067899614,4506244004_R02C02
15145_01@0067899623,4409946678_R01C02
16014_02@1008494420,4267212244_R01C02
16014_03@1008494433,4267212244_R02C02
16014_01@1008494409,4267212244_R02C01
16015_02@1008494457,4267212014_R02C01
16015_03@1008494468,4267212014_R01C02
16015_01@1008494444,4267212014_R01C01
16016_02@1008495185,4267212144_R01C01
16016_03@1008494408,4267212144_R02C01
16016_01@1008494481,4306955192_R02C02
16018_02@1008494480,4270198074_R02C02
16018_03@1008495186,4270198193_R01C01
16018_01@1008494456,4270198074_R02C01
16022_02@1008494430,4267212454_R02C02
16022_03@1008494447,4270198148_R01C01
16022_01@1008494423,4267212454_R01C02
16028_02@1008494473,4267212227_R01C02
16028_03@1008494476,4267212227_R02C02
16028_01@1008494452,4267212227_R02C01
16030_02@1008494450,4267212299_R01C01
16030_03@1008494451,4267212299_R02C01
16030_01@1008494427,4306955465_R01C01
16031_02@1008494510,4267212121_R02C01
16031_03@1008494512,4267212121_R01C02
16031_01@1008494488,4267212121_R01C01
16036_02@1008494508,4270198261_R02C01
16036_03@1008494513,4270198261_R01C02
16036_01@1008494489,4270198261_R01C01
16045_02@1008494553,4267212188_R02C01
16045_03@1008494564,4267212188_R01C02
16045_01@1008494540,4267212188_R01C01
16047_02@1008494528,4267212134_R02C02
16047_03@1008494541,4267212359_R01C01
16047_01@1008494517,4267212134_R01C02
16048_02@1008494565,4267212359_R01C02
16048_03@1008494494,4263772401_R01C01
16048_01@1008494552,4267212359_R02C01
16052_02@1008494526,4263772693_R02C02
16052_03@1008494543,4270198239_R01C01
16052_01@1008494519,4263772693_R01C02
16057_02@1008494524,4267212404_R02C02
16057_03@1008494545,4267212273_R01C01
16057_01@1008494521,4267212404_R01C02
16061_02@1008495470,4419829186_R01C01
16061_03@1008495247,4419829186_R02C01
16061_01@1008495448,4506244119_R02C02
16063_02@1008495542,4409946407_R01C02
16063_03@1008495447,4494415047_R01C01
16063_01@1008495519,4409946407_R02C01
16066_02@1008495468,4409946622_R01C01
16066_03@1008495473,4409946622_R02C01
16066_01@1008495449,4506210074_R01C01
16068_02@1008495540,4409946141_R01C02
16068_03@1008495450,4409946141_R02C02
16068_01@1008495521,4409946141_R02C01
16078_02@1008495525,4409938773_R02C02
16078_03@1008495536,4409946087_R01C01
16078_01@1008495512,4409938773_R01C02
16097_02@1008493193,4419829212_R01C02
16097_03@1008493212,4419829212_R02C02
16097_01@1008493188,4419829212_R02C01
16102_02@1008493186,4419829485_R02C01
16102_03@1008493195,4419829485_R01C02
16102_01@1008493171,4419829485_R01C01
16107_02@1008493184,4434578865_R01C02
16107_03@1008493197,4434578865_R02C02
16107_01@1008493173,4434578865_R02C01
16119_02@1008495242,4419829107_R01C01
16119_03@1008493178,4419829107_R02C01
16119_01@1008493154,4419829305_R02C02
16125_02@1008494653,4419829345_R01C02
16125_03@1008494656,4419829345_R02C02
16125_01@1008494629,4419829345_R02C01
16126_02@1008494585,4419829871_R02C01
16126_03@1008494604,4419829871_R01C02
16126_01@1008494677,4419829871_R01C01
16130_02@1008494634,4419829144_R01C02
16130_03@1008494651,4419829144_R02C02
16130_01@1008494627,4494482045_R01C01
16134_02@1008494601,4419829805_R02C02
16134_03@1008494612,4419829387_R01C01
16134_01@1008494588,4419829805_R01C02
16135_02@1008494636,4419829387_R01C02
16135_03@1008494649,4419829387_R02C02
16135_01@1008494625,4419829387_R02C01
16138_02@1008494648,4419829333_R01C01
16138_03@1008494661,4419829333_R02C01
16138_01@1008494637,4419829404_R02C02
16142_02@1008494615,4419829410_R01C02
16142_03@1008494622,4419829410_R02C02
16142_01@1008494598,4419829410_R02C01
16144_02@1008494592,4419829088_R01C01
16144_03@1008494597,4419829088_R02C01
16144_01@1008494670,4419829748_R02C02
16146_02@1008494664,4419829209_R01C02
16146_03@1008494669,4419829209_R02C02
16146_01@1008494645,4419829209_R02C01
16147_02@1008494596,4439521404_R02C01
16147_03@1008494617,4439521404_R01C02
16147_01@1008494593,4439521404_R01C01
16149_02@1008494594,4439521210_R02C02
16149_03@1008494595,4439521326_R01C01
16149_01@1008494665,4439521210_R01C02
16151_02@1008495662,4267212016_R02C01
16151_03@1008495664,4267212016_R01C02
16151_01@1008494054,4267212016_R01C01
16156_02@1008495660,4270198245_R02C01
16156_03@1008495665,4270198245_R01C02
16156_01@1008495641,4270198245_R01C01
16158_02@1008495732,4270198153_R02C02
16158_03@1008495642,4270198167_R01C01
16158_01@1008495713,4270198153_R01C02
16163_02@1008494091,4270198084_R02C02
16163_03@1008495644,4270198244_R01C01
16163_01@1008495715,4506252036_R02C01
16170_02@1008495703,4267212094_R02C01
16170_03@1008495718,4267212094_R01C02
16170_01@1008495694,4267212094_R01C01
16174_02@1008495653,4267212200_R02C01
16174_03@1008495672,4267212200_R01C02
16174_01@1008494048,4267212200_R01C01
16178_02@1008495721,4267212478_R01C02
16178_03@1008495724,4267212478_R02C02
16178_01@1008495700,4267212478_R02C01
16179_02@1008495651,4267212095_R02C01
16179_03@1008495674,4267212095_R01C02
16179_01@1008495650,4267212095_R01C01
16181_02@1008493358,4270198366_R02C01
16181_03@1008493360,4270198366_R01C02
16181_01@1008493336,4270198366_R01C01
16185_02@1008493405,4270198194_R02C01
16185_03@1008493407,4270198194_R01C02
16185_01@1008493383,4270198194_R01C01
16190_02@1008493403,4267212777_R02C01
16190_03@1008493410,4267212777_R01C02
16190_01@1008493386,4267212777_R01C01
16191_02@1008493339,4270198195_R01C01
16191_03@1008493354,4270198195_R02C01
16191_01@1008493427,4267212777_R02C02
16194_02@1008493364,4267212875_R01C02
16194_03@1008493377,4267212875_R02C02
16194_01@1008493340,4267212875_R01C01
16197_01@1008493365,4267212198_R01C02
16197_02@1008493376,4267212198_R02C02
16197_03@1008493389,4267212196_R01C01
16198_02@1008493413,4267212196_R01C02
16198_03@1008493424,4267212196_R02C02
16198_01@1008493400,4267212196_R02C01
16199_02@1008493351,4270198138_R02C01
16199_03@1008493366,4270198138_R01C02
16199_01@1008493342,4270198138_R01C01
16200_02@1008493390,4267212118_R01C01
16200_03@1008493399,4267212118_R02C01
16200_01@1008493375,4270198138_R02C02
16204_02@1008493349,4267212620_R02C01
16204_03@1008493368,4267212620_R01C02
16204_01@1008493344,4267212620_R01C01
16206_02@1008493421,4267212573_R02C02
16206_03@1008493345,4267212177_R01C01
16206_01@1008493416,4267212573_R01C02
16209_02@1008489255,4267212119_R01C01
16209_03@1008493347,4267212119_R02C01
16209_01@1008493420,4267212013_R02C02
16211_02@1008495210,4267212040_R02C01
16211_03@1008495302,4267212040_R02C02
16211_01@1008495256,4267212040_R01C01
16212_02@1008495326,4267212155_R02C01
16212_03@1008495327,4267212155_R01C02
16212_01@1008495304,4267212155_R01C01
16213_02@1008495255,4267212087_R01C01
16213_03@1008495277,4267212087_R02C01
16213_01@1008495350,4267212155_R02C02
16214_02@1008495301,4267212087_R02C02
16214_03@1008495303,4267212012_R01C01
16214_01@1008495279,4267212087_R01C02
16215_02@1008495328,4267212012_R01C02
16215_03@1008495349,4267212012_R02C02
16215_01@1008495325,4267212012_R02C01
16216_02@1008495276,4267212169_R02C01
16216_03@1008495281,4267212169_R01C02
16216_01@1008495257,4267212169_R01C01
16217_02@1008495305,4267212334_R01C01
16217_03@1008495324,4267212334_R02C01
16217_01@1008495300,4267212169_R02C02
16218_02@1008495348,4267212334_R02C02
16218_03@1008495258,4267212051_R01C01
16218_01@1008495329,4267212334_R01C02
16221_02@1008495274,4267212141_R02C01
16221_03@1008495283,4267212141_R01C02
16221_01@1008495259,4267212141_R01C01
16222_02@1008495307,4267212076_R01C01
16222_03@1008495322,4267212076_R02C01
16222_01@1008495298,4267212141_R02C02
16223_02@1008495346,4267212076_R02C02
16223_03@1008495260,4267212125_R01C01
16223_01@1008495331,4267212076_R01C02
16224_02@1008495284,4267212125_R01C02
16224_03@1008495297,4267212125_R02C02
16224_01@1008495273,4267212125_R02C01
16227_02@1008495296,4267212124_R02C02
16227_03@1008495320,4267212381_R02C01
16227_01@1008495285,4267212124_R01C02
16228_02@1008495344,4267212381_R02C02
16228_03@1008495204,4267212298_R01C01
16228_01@1008495333,4267212381_R01C02
16229_02@1008495286,4267212298_R01C02
16229_03@1008495295,4267212298_R02C02
16229_01@1008495271,4267212298_R02C01
16230_02@1008495319,4267212111_R02C01
16230_03@1008495334,4267212111_R01C02
16230_01@1008495310,4267212111_R01C01
16232_02@1008495294,4267212109_R02C02
16232_03@1008495311,4267212263_R01C01
16232_01@1008495287,4267212109_R01C02
16233_02@1008495335,4267212263_R01C02
16233_03@1008495342,4267212263_R02C02
16233_01@1008495318,4267212263_R02C01
16234_02@1008495269,4306955011_R02C01
16234_03@1008495288,4267212235_R01C02
16234_01@1008495212,4267212235_R01C01
16235_02@1008495312,4267212274_R01C01
16235_03@1008495336,4267212274_R01C02
16235_01@1008495293,4267212235_R02C02
16239_02@1008495267,4267212228_R02C01
16239_03@1008495290,4267212228_R01C02
16239_01@1008495266,4267212228_R01C01
16242_02@1008494846,4439521388_R02C02
16242_03@1008494847,4434578528_R01C01
16242_01@1008494824,4439521388_R01C02
16247_02@1008494825,4434578529_R02C01
16247_03@1008494844,4434578529_R01C02
16247_01@1008494820,4434578529_R01C01
16249_02@1008494802,4439521316_R01C02
